gene,logFC,P.Value,adj.P.Val,status,is_piezo
ACP1,0.33375306325,0.000382633581627787,0.0024911839771229,Medial higher,FALSE
HECTD3,-0.3364986177,0.000383949756542006,0.00249900511798376,Lateral higher,FALSE
AVPR1A,0.88728952365,0.000384506081411149,0.00250187744027978,Medial higher,FALSE
MYO1F,-0.4980077291,0.000385907130161162,0.00251024279164641,Lateral higher,FALSE
IGF1,0.40632614905,0.000386687126189105,0.00251407152186861,Medial higher,FALSE
QSOX1,0.38817795715,0.000386726890041025,0.00251407152186861,Medial higher,FALSE
SLC39A14,0.8709317136,0.000387759633000577,0.00252003212937811,Medial higher,FALSE
KIF1A,-0.91555673855,0.00038802854437711,0.0025210265523569,Lateral higher,FALSE
C19orf68,-0.4745383265,0.000388408086243295,0.00252273893459664,Lateral higher,FALSE
RETSAT,-0.53295092825,0.00038884673193661,0.0025248340636075,Lateral higher,FALSE
ZNF75A,-0.36551628115,0.000389934982983886,0.00253114465827081,Lateral higher,FALSE
COL16A1,0.82262611495,0.00039007780206973,0.00253131633371741,Medial higher,FALSE
F8A1,-0.3046200753,0.000390295579701898,0.00253197418719824,Lateral higher,FALSE
SUPT5H,-0.33514928965,0.000390785423548461,0.00253439610406265,Lateral higher,FALSE
HELZ,-0.42064981135,0.000391444741579627,0.00253755803837953,Lateral higher,FALSE
IZUMO4,-0.57723817765,0.000391506288010377,0.00253755803837953,Lateral higher,FALSE
ZNF595,-0.32842490705,0.000393041056547883,0.00254674681621375,Lateral higher,FALSE
LOC642361,-0.35814599815,0.000393776079286666,0.00255074963568897,Lateral higher,FALSE
CAPN3,-0.55129734895,0.000394091817958813,0.00255203489855317,Lateral higher,FALSE
DMRTC1,-0.6491426496,0.000395777138141041,0.00256218580620355,Lateral higher,FALSE
SHISA2,0.7339415086,0.000396141638384466,0.00256378248085061,Medial higher,FALSE
PRELID1,0.60818849055,0.00039769605443369,0.00257307691137467,Medial higher,FALSE
PTGS1,0.4872272742,0.000398648691276466,0.00257843187298032,Medial higher,FALSE
RPS15A,0.3707020757,0.000398760795361612,0.00257843187298032,Medial higher,FALSE
F2RL1,-0.55539279085,0.000399024625314144,0.002579371069787,Lateral higher,FALSE
ARHGEF5,-0.3036259919,0.000400371997388916,0.00258731185003081,Lateral higher,FALSE
UGDH,0.53412857155,0.000401440409211305,0.00259344573245153,Medial higher,FALSE
WBP5,0.83338836615,0.000402776781708173,0.00260130657830053,Medial higher,FALSE
KLHL24,-0.4377270476,0.000403068756840499,0.00260199917192947,Lateral higher,FALSE
LOC389602,-0.6470335958,0.000403123262661011,0.00260199917192947,Lateral higher,FALSE
SLC38A11,1.009871271,0.000404115448634451,0.002607629557608,Medial higher,FALSE
HN1L,0.3988759297,0.000405473435982905,0.00261561630471535,Medial higher,FALSE
TMEM22,-0.5491427261,0.000406664248049423,0.00262192549753603,Lateral higher,FALSE
TFDP3,0.55772058595,0.000406692562922331,0.00262192549753603,Medial higher,FALSE
CACNA2D1,-0.7682168415,0.000406829964492312,0.00262203418892941,Lateral higher,FALSE
KCTD17,0.3763663997,0.000408320286941585,0.00263085985828002,Medial higher,FALSE
MRAP2,0.62518744075,0.00040966459880699,0.00263873981440617,Medial higher,FALSE
GFI1,0.53364949215,0.000409795557290767,0.00263880194262545,Medial higher,FALSE
MAML2,-0.5195836805,0.000410195772852924,0.00264059735161196,Lateral higher,FALSE
MLF1IP,0.9136473619,0.000410407005377239,0.00264117549732713,Medial higher,FALSE
HSD3B7,0.53184495275,0.000411392753744688,0.00264630503268911,Medial higher,FALSE
UBE2Q2,0.4214334926,0.000411447389690813,0.00264630503268911,Medial higher,FALSE
CCZ1,0.3284556174,0.000411702949653638,0.00264716599493525,Medial higher,FALSE
FAM114A1,0.44981365605,0.000411995129084125,0.00264816166786953,Medial higher,FALSE
COMP,1.4980718659,0.000412120741576657,0.00264816166786953,Medial higher,FALSE
LOC100132057,-0.4257918804,0.000412223032705325,0.00264816166786953,Lateral higher,FALSE
HSD17B3,-0.7926049034,0.00041235134750448,0.00264820387095289,Lateral higher,FALSE
ATXN3L,2.71340513855,0.000412824886181539,0.00265046249239104,Medial higher,FALSE
HMSD,0.60705683305,0.000413328229772842,0.00265291108115044,Medial higher,FALSE
TRIM33,-0.2919254778,0.00041418295396868,0.00265749045530038,Lateral higher,FALSE
ABTB1,-0.4009627348,0.000414300004154879,0.00265749045530038,Lateral higher,FALSE
SNRPD2,0.50119571395,0.000414408221054564,0.00265749045530038,Medial higher,FALSE
MPZL3,0.4847627604,0.000415837718652413,0.00266587151668944,Medial higher,FALSE
ANPEP,0.6995742748,0.000416216820871236,0.00266742137622072,Medial higher,FALSE
CRIM1,-0.8341699742,0.000416324732082996,0.00266742137622072,Lateral higher,FALSE
APH1B,0.312935641,0.000416484129187947,0.00266765688400949,Medial higher,FALSE
AQP8,0.44855547255,0.000418141710501905,0.00267742586679144,Medial higher,FALSE
GPRIN1,0.6628237453,0.000418255475145151,0.00267742586679144,Medial higher,FALSE
FAM122C,-0.56082370085,0.000418774775369591,0.00267996143390389,Lateral higher,FALSE
C8orf83,0.4274375688,0.000419747235185053,0.00268501349716702,Medial higher,FALSE
LAS1L,-0.3052121153,0.000419811093410492,0.00268501349716702,Lateral higher,FALSE
C19orf24,0.3615468017,0.000420267593034324,0.00268714305810777,Medial higher,FALSE
MEGF6,-0.610461447,0.000420963239432244,0.00269079999533652,Lateral higher,FALSE
MTHFD1,-0.41902279975,0.00042171659393873,0.00269482354622657,Lateral higher,FALSE
ANAPC11,0.3889976994,0.000423037680112463,0.00270119896382925,Medial higher,FALSE
RASA3,-0.2769426834,0.000423064263528597,0.00270119896382925,Lateral higher,FALSE
DHFR,-0.5617280772,0.00042308683660198,0.00270119896382925,Lateral higher,FALSE
KRTAP9-1,0.36274256725,0.000424002185121295,0.00270624868860282,Medial higher,FALSE
FCRL3,-1.08580389225,0.000424729924313395,0.00271009836129803,Lateral higher,FALSE
SHPRH,-0.49457454065,0.000425391759883881,0.00271352538445577,Lateral higher,FALSE
COL4A2,0.5668398459,0.000428663304348594,0.00273359255238658,Medial higher,FALSE
GABRA1,1.3527503795,0.000428823181617756,0.00273381062325599,Medial higher,FALSE
KCNA5,-0.4870478376,0.000429204373512973,0.00273543906611609,Lateral higher,FALSE
PGAM4,0.53467455475,0.000429422838949369,0.00273572220666823,Medial higher,FALSE
BACE1,0.3607195396,0.000429500337245862,0.00273572220666823,Medial higher,FALSE
BORA,0.3716460903,0.000429795700855622,0.0027368021326146,Medial higher,FALSE
COX6B1,0.36507659315,0.000430884747145791,0.00274293386593949,Medial higher,FALSE
VSTM4,0.51824824475,0.000431824713083804,0.00274811327062578,Medial higher,FALSE
ENTPD3,1.0473122018,0.00043239891472528,0.00275096261863243,Medial higher,FALSE
APOPT1,0.36260792155,0.000433367851618622,0.0027557491006207,Medial higher,FALSE
WIBG,0.40478651125,0.000433404637422922,0.0027557491006207,Medial higher,FALSE
HIF3A,-0.72226135415,0.000433604113346586,0.00275585992954866,Lateral higher,FALSE
CCNE1,0.38623509725,0.000433675456916378,0.00275585992954866,Medial higher,FALSE
MMP13,2.122052405,0.000434179286152457,0.00275764147674097,Medial higher,FALSE
PTCHD1,-0.8025913028,0.000434209362717811,0.00275764147674097,Lateral higher,FALSE
ANXA4,0.61624679235,0.000434648229240979,0.00275930242755678,Medial higher,FALSE
USP9X,-0.4842087768,0.000434724596323882,0.00275930242755678,Lateral higher,FALSE
ZNF717,-0.41899752205,0.000435231645101555,0.00276171491955922,Lateral higher,FALSE
KIF1C,-0.40366282455,0.0004356578920942,0.00276333714852545,Lateral higher,FALSE
LOC100128035,-0.8576773856,0.000435741376399517,0.00276333714852545,Lateral higher,FALSE
POTEF,0.4475039527,0.000436017486044538,0.00276428223737709,Medial higher,FALSE
HIC1,-0.55419390625,0.00043731367152834,0.00277169201138824,Lateral higher,FALSE
EVI5L,0.40608029325,0.000438032009478693,0.00277543614045457,Medial higher,FALSE
INTS3,-0.46372356645,0.000438564543964324,0.00277800115326499,Lateral higher,FALSE
TNP1,1.30527765245,0.000438963113845459,0.00277971634712269,Medial higher,FALSE
CRMP1,0.46850166135,0.000439316545526053,0.00278114478995422,Medial higher,FALSE
LOC153684,-0.50258617155,0.000440129886118988,0.00278548306164103,Lateral higher,FALSE
WNT11,-0.6340388768,0.000440881178745387,0.00278942623620409,Lateral higher,FALSE
OR5A2,0.7469279275,0.000441286956364619,0.00279118170248421,Medial higher,FALSE
C17orf100,0.52994623445,0.000441470000696163,0.00279152774858806,Medial higher,FALSE
NAP1L2,-0.74644334745,0.000441649866542618,0.00279185350102733,Lateral higher,FALSE
ISOC1,-0.4497883067,0.000442051336220908,0.00279357950769239,Lateral higher,FALSE
PPARGC1B,-0.5326026906,0.000442628026538245,0.00279581313437059,Lateral higher,FALSE
DLX6-AS1,0.45933063105,0.000442661844187768,0.00279581313437059,Medial higher,FALSE
CCDC42,-0.6970116042,0.000443099360629292,0.00279776409068458,Lateral higher,FALSE
C6orf70,-0.34320230355,0.000443327926884097,0.00279839496969904,Lateral higher,FALSE
NAAA,-0.3867210833,0.00044368623578257,0.00279926728679855,Lateral higher,FALSE
RSPH4A,-0.7248017074,0.000443803386637839,0.00279926728679855,Lateral higher,FALSE
ITGB1BP1,-0.6727128495,0.000443852191622297,0.00279926728679855,Lateral higher,FALSE
SMARCC1,0.31649684515,0.000445197939517306,0.00280694074793636,Medial higher,FALSE
PAMR1,0.8041282777,0.000445601013353586,0.00280866799260134,Medial higher,FALSE
C9orf125,-0.46268033825,0.000447123321002977,0.00281744683616939,Lateral higher,FALSE
ATP2A3,-0.736927884,0.000448457089364576,0.00282503290120425,Lateral higher,FALSE
TG,0.47937238095,0.000448710430491401,0.00282581044703212,Medial higher,FALSE
ZNF33B,-0.39218442195,0.000449377717347603,0.00282919366360204,Lateral higher,FALSE
C8orf50,-0.51538703535,0.000449840481880124,0.00283125408626549,Lateral higher,FALSE
SHB,0.426773547,0.000449965307843868,0.00283125408626549,Medial higher,FALSE
LOC148189,0.36530747305,0.000450400383163554,0.00283317210369393,Medial higher,FALSE
RWDD2A,0.292433714,0.000450561269305323,0.00283336476725336,Medial higher,FALSE
LMTK2,-0.4672521345,0.000451665620449933,0.00283948860578814,Lateral higher,FALSE
COX4I2,0.7624252083,0.000452933897294287,0.00284637874408095,Medial higher,FALSE
SORD,0.40179457735,0.000453023317948155,0.00284637874408095,Medial higher,FALSE
ANKZF1,-0.5115281203,0.000454076583088772,0.00285217263509875,Lateral higher,FALSE
ZNF740,-0.3499619506,0.000454415396670304,0.00285347682112369,Lateral higher,FALSE
LRRC26,0.3892032121,0.000454858451085207,0.00285543464011701,Medial higher,FALSE
PPIL1,0.45980973145,0.000455648615517021,0.0028595697301576,Medial higher,FALSE
C13orf30,2.2548689397,0.000456267563185618,0.00286262821875211,Medial higher,FALSE
C9orf3,0.75904674435,0.000456672459750453,0.00286434237153745,Medial higher,FALSE
APPBP2,-0.3408249828,0.000457380723686331,0.00286795776927791,Lateral higher,FALSE
KCNN3,-0.57923853305,0.000457837245400376,0.00286999301497089,Lateral higher,FALSE
WSB1,-0.4411835219,0.000458558818173735,0.00287368810513255,Lateral higher,FALSE
C9orf16,0.44645655065,0.000458829392690347,0.0028745555730992,Medial higher,FALSE
TBPL1,0.37503676355,0.000459687207956709,0.00287910053195345,Medial higher,FALSE
PDCD2,0.4426177492,0.000460445496051786,0.00288301969778885,Medial higher,FALSE
PICK1,-0.3921118254,0.000460886676071168,0.00288495164831656,Lateral higher,FALSE
WSB2,0.4617939479,0.000461097453418454,0.00288544068088556,Medial higher,FALSE
NFKBIZ,-1.2272498926,0.000461279993768256,0.00288575278241217,Lateral higher,FALSE
ROBO1,0.5086827757,0.00046178810114959,0.00288810085572337,Medial higher,FALSE
SLC44A5,0.51379553755,0.00046214651070333,0.0028895116127677,Medial higher,FALSE
TRIB2,-0.4840232852,0.000462356296771972,0.00288999257683446,Lateral higher,FALSE
EPB49,-0.84468258265,0.000462665575497901,0.00289109497220062,Lateral higher,FALSE
RAB34,0.4135583893,0.000463843534339235,0.00289762336557927,Medial higher,FALSE
STRA6,0.8234409499,0.000464215234568858,0.00289880636465117,Medial higher,FALSE
GTF2IRD1,0.4081864386,0.000464526272385009,0.00289880636465117,Medial higher,FALSE
POLH,0.3428153778,0.000464544917362043,0.00289880636465117,Medial higher,FALSE
PIRT,1.0328644298,0.000464650986873305,0.00289880636465117,Medial higher,FALSE
DOK1,-0.3673041795,0.000464699236554737,0.00289880636465117,Lateral higher,FALSE
PAR-SN,-0.56839794485,0.000465375970125629,0.00290219555681556,Lateral higher,FALSE
C8orf44,-0.3639491847,0.000465625657057666,0.00290292040479173,Lateral higher,FALSE
MPI,-0.27522687935,0.000466031523215714,0.00290461825013989,Lateral higher,FALSE
PPFIBP1,0.4399512293,0.000467389706468766,0.00291224889576299,Medial higher,FALSE
UBE2Q2P2,-0.60420810975,0.000468132364897506,0.00291604100837645,Lateral higher,FALSE
NAV1,0.5767393085,0.000469209406021313,0.00292130198124885,Medial higher,FALSE
TPPP3,0.9094137302,0.000469245546270848,0.00292130198124885,Medial higher,FALSE
SUSD2,0.85954334725,0.000469575046157777,0.00292235074450732,Medial higher,FALSE
IL33,-0.5484444593,0.000469682705167231,0.00292235074450732,Lateral higher,FALSE
VPS25,0.36693062725,0.000470968968853921,0.00292951587375193,Medial higher,FALSE
GDAP1,-0.6541303585,0.000471617849935778,0.00293208882983109,Lateral higher,FALSE
DLL1,-0.72400176745,0.000471819996305017,0.00293208882983109,Lateral higher,FALSE
LOC731223,0.4648242011,0.000471934349680739,0.00293208882983109,Medial higher,FALSE
LCK,-0.6918038378,0.000471983082597302,0.00293208882983109,Lateral higher,FALSE
LOC100127910,0.6193491983,0.000472056596270158,0.00293208882983109,Medial higher,FALSE
HAGH,-0.39041628565,0.000473509282800352,0.00294027231500807,Lateral higher,FALSE
ZNF274,-0.38176338425,0.000473715952437243,0.00294071615223028,Lateral higher,FALSE
PPP3CB,-0.2971204756,0.000473897293719263,0.00294100254863949,Lateral higher,FALSE
LOC285943,-0.5897255717,0.000474512739148779,0.00294398205988712,Lateral higher,FALSE
MOB3A,-0.35518026565,0.000475483746390657,0.00294916522711422,Lateral higher,FALSE
C20orf141,0.4997129518,0.000476129407416549,0.002952328070161,Medial higher,FALSE
PRKCH,-0.40342688375,0.000476356670553492,0.00295289549668839,Lateral higher,FALSE
PKIG,0.54339947755,0.00047816164470246,0.00296323991326721,Medial higher,FALSE
RECQL4,0.53042517035,0.000479260852424666,0.00296920594188018,Medial higher,FALSE
COPS3,0.4405238157,0.000480223742339928,0.00297415899646713,Medial higher,FALSE
BAHCC1,-0.4242995274,0.000480376478684214,0.00297415899646713,Lateral higher,FALSE
CHODL,-0.55114639145,0.000480470518278112,0.00297415899646713,Lateral higher,FALSE
PPFIA4,0.7238389554,0.000481457442247678,0.00297942027987809,Medial higher,FALSE
ITGA5,0.4457867632,0.000483088332414946,0.00298866251612341,Medial higher,FALSE
MAML3,0.59412551025,0.000484688921474445,0.00299771208982432,Medial higher,FALSE
PRB3,0.50974240125,0.000485113843896245,0.00299948730313563,Medial higher,FALSE
ACAP1,-0.8208392743,0.000486632706752111,0.00300802348316906,Lateral higher,FALSE
LOC100505585,-0.6828406006,0.000487152738170662,0.00301038248883189,Lateral higher,FALSE
LOC283454,-0.94636952555,0.000487728484660565,0.00301308435056422,Lateral higher,FALSE
YWHAQ,0.49190964965,0.000488110718237001,0.00301458953523317,Medial higher,FALSE
NRG1,0.92275143705,0.000488576744136032,0.00301661122294833,Medial higher,FALSE
PI16,-0.890523614,0.000488816720483351,0.00301723646536716,Lateral higher,FALSE
LOC284244,-0.57104233925,0.000490500648450436,0.00302677166101954,Lateral higher,FALSE
FAM54A,0.68663544235,0.000491103111406738,0.00302962985800322,Medial higher,FALSE
TIMM17A,0.4494040947,0.000491408872749595,0.00303065659201848,Medial higher,FALSE
SLC35B2,0.39152944385,0.000491765766223563,0.00303199800082056,Medial higher,FALSE
KCNH3,0.5449020821,0.000492201474983733,0.00303348708059868,Medial higher,FALSE
ZNF646,-0.3309491159,0.000492286198717973,0.00303348708059868,Lateral higher,FALSE
MAPRE3,-0.45962430325,0.000493592391811351,0.00304005221635987,Lateral higher,FALSE
PRMT6,0.49832685025,0.000493631134065055,0.00304005221635987,Medial higher,FALSE
TSPAN3,-0.3700745101,0.000495721921411579,0.0030520643177313,Lateral higher,FALSE
FER1L4,-0.7969978842,0.000496116010012703,0.00305362632988011,Lateral higher,FALSE
CCL7,0.9198077843,0.000496469267697059,0.00305470015829024,Medial higher,FALSE
NPM1,0.4515069485,0.000496571338714338,0.00305470015829024,Medial higher,FALSE
LPP,-0.531485932,0.000497030327838376,0.00305625632472813,Lateral higher,FALSE
GATAD2B,-0.4877542951,0.000497105317988605,0.00305625632472813,Lateral higher,FALSE
WASH5P,0.46891755475,0.000497395518592509,0.00305717641153553,Medial higher,FALSE
C5orf32,-0.37452430595,0.000498167775204482,0.00306105803566325,Lateral higher,FALSE
PPFIA2,0.48950772265,0.000499108879670764,0.00306515872047853,Medial higher,FALSE
MAP7D3,-0.42985119655,0.000499276431530394,0.00306515872047853,Lateral higher,FALSE
COL8A1,0.5258486275,0.000499348721669398,0.00306515872047853,Medial higher,FALSE
ATP6V1F,0.47339110915,0.000499398791162924,0.00306515872047853,Medial higher,FALSE
MATN4,1.88329882785,0.000502532187109058,0.00308340911202564,Medial higher,FALSE
AKAP1,-0.6386548515,0.000502655788490387,0.00308340911202564,Lateral higher,FALSE
SLC12A2,0.42133252755,0.000503105399128384,0.00308529705154796,Medial higher,FALSE
FLJ32224,-0.60255960865,0.000504447118125988,0.00309265324506102,Lateral higher,FALSE
LOC541471,0.46645621805,0.000504742503568038,0.00309273363769498,Medial higher,FALSE
PPP2R5A,-0.3398217203,0.000504744594235802,0.00309273363769498,Lateral higher,FALSE
FOXO3,-0.3594897264,0.000505534182129631,0.00309645799895678,Lateral higher,FALSE
MINPP1,0.4083459365,0.000505637128185661,0.00309645799895678,Medial higher,FALSE
ADCY3,0.46776242705,0.000509012172701064,0.0031162490235276,Medial higher,FALSE
AGTR1,-0.898294694,0.000510150052027812,0.00312233650301322,Lateral higher,FALSE
MRPS14,0.4645529249,0.000510975761573172,0.00312651048262718,Medial higher,FALSE
DNAJB2,-0.36528902085,0.000513834327822825,0.00314311706940441,Lateral higher,FALSE
RILP,-0.37916438165,0.000514329477873279,0.00314526140081517,Lateral higher,FALSE
IL20RB,-0.40310313545,0.00051527036514379,0.00315012956228435,Lateral higher,FALSE
KIAA0090,0.30353231345,0.000516261889576804,0.00315530447374955,Medial higher,FALSE
VPS52,-0.30771315605,0.000516724634294046,0.00315724557448429,Lateral higher,FALSE
FLRT3,0.80853803265,0.000518033960729393,0.00316409783904805,Medial higher,FALSE
CD1B,0.6754331075,0.000518137022006674,0.00316409783904805,Medial higher,FALSE
AGT,0.6333474529,0.00051861496411661,0.00316612761702624,Medial higher,FALSE
SLC39A10,0.5299842333,0.000520126107583351,0.00317446214706876,Medial higher,FALSE
