gene,F,P.Value,adj.P.Val
PLCB3,2.03022836040235,0.0847719252064382,0.280555811114155
NCSTN,2.0296283288122,0.0848574436029065,0.280800361055076
DCTN3,2.02929623910234,0.0849048105109372,0.280918614831598
SQLE,2.02921229840205,0.0849167873263373,0.280919759525137
PRDM1,2.02889253111584,0.0849624275261703,0.28103225308677
FOXF1,2.02878273840971,0.0849781037331978,0.281045616796923
TNKS,2.0286296347919,0.084999968618425,0.281079441681383
AJAP1,2.02832530152776,0.0850434471795139,0.281184720017358
FKTN,2.02799055217175,0.0850912963692545,0.281278960064116
TMEM129,2.02796296254252,0.085095241220076,0.281278960064116
NOTCH4,2.02777301860681,0.0851224048704908,0.281330246967291
TTC32,2.02767461523408,0.0851364807663092,0.281338270618233
VAT1,2.02725936827669,0.0851959040497867,0.281496124557387
PPAP2C,2.02693945278145,0.0852417128556525,0.28160895781734
LINC00460,2.02617577736865,0.0853511616316897,0.2819319757782
C9orf9,2.02591476128586,0.0853886016969408,0.282017078734611
DLGAP2,2.02504746134049,0.0855131228254537,0.282389725950668
TMEM198B,2.02486336702572,0.0855395767951263,0.282413813623199
STS,2.02480812686841,0.0855475162584163,0.282413813623199
FBXW7,2.02475261747704,0.0855554951468119,0.282413813623199
TMEM81,2.02404472675283,0.0856573110747843,0.282711264606349
PDSS1,2.02354155989867,0.0857297539132945,0.28291170190843
GLIPR1L2,2.02299073715839,0.0858091269394437,0.283134951225189
LINC01132,2.02285476662355,0.0858287312662389,0.283160954278578
TMED3,2.02274720241972,0.0858442430644137,0.283173450250585
BARX1,2.02217501157888,0.0859268048020244,0.283407089496558
MOXD1,2.02191520044353,0.0859643188330838,0.283492107151212
DEPDC5,2.02171317259332,0.0859935006723259,0.283549627541118
MAPK6,2.021420997822,0.0860357209581111,0.283592081617285
TCERG1,2.02139512301669,0.0860394609397801,0.283592081617285
LOC100128006,2.02131490687536,0.0860510565111494,0.283592081617285
PYCR2,2.02129909841706,0.0860533418694605,0.283592081617285
CYP4F11,2.02092542631352,0.0861073793361175,0.28369335563343
UBOX5,2.02092415064693,0.0861075638698579,0.28369335563343
PTP4A3,2.02082517252183,0.0861218829044022,0.283701832759141
EPHA3,2.02069870186613,0.0861401826494072,0.283723419000563
GSPT2,2.02013834190409,0.086221310204744,0.283932784947
SH3GLB1,2.02009727565815,0.0862272586256881,0.283932784947
CLEC18A,2.01970388642894,0.0862842612390325,0.284081755957791
MECOM,2.01938153709545,0.0863309976562581,0.284196890608096
ZKSCAN5,2.01921377004017,0.0863553315073959,0.284238255914164
C19orf66,2.01909375551173,0.0863727432023793,0.284243966688423
RABL2A,2.01903601078901,0.0863811220286815,0.284243966688423
FLJ31356,2.01895848793405,0.0863923719397057,0.284243966688423
GMPR2,2.01871039278234,0.0864283845182603,0.284323722591874
PRNCR1,2.01843716326183,0.0864680625620848,0.284415513422584
DMC1,2.01825794190719,0.0864940985708302,0.284462413232742
DHX33,2.01796195034424,0.0865371149802233,0.284565137932925
SIGLEC14,2.01788055654822,0.0865489476095363,0.284565305147445
IGF1,2.01731641070366,0.0866310040196905,0.284796330486945
CPNE2,2.01665667964004,0.08672706041216,0.285073311123421
DAPK3,2.01653026660835,0.0867454779950228,0.285095051029226
C14orf2,2.01580819160425,0.0868507533935276,0.285402210437261
UPF3A,2.01508464573742,0.0869563690189894,0.285710404151225
MPP1,2.01456422543343,0.0870324124371003,0.285921362567095
NSUN3,2.0143912521877,0.0870577016039442,0.285965546965873
IHH,2.01401054129274,0.0871133879961614,0.286087741750606
NAT14,2.01397497870324,0.0871185915031551,0.286087741750606
CLEC2D,2.01387638742413,0.0871330189433962,0.286096221661208
MYO9B,2.01314563478513,0.0872400273833048,0.286395777728655
FANK1,2.01309145486893,0.0872479664028255,0.286395777728655
GOLGA5,2.01299806493066,0.0872616525574674,0.286401779347807
COL6A4P2,2.01251430544529,0.0873325805076803,0.286559152283232
NHS,2.01245339676702,0.0873415148379033,0.286559152283232
DDX60L,2.01242831393858,0.0873451943489072,0.286559152283232
CR1,2.01209535923576,0.0873940513587539,0.286621669425899
GNGT2,2.0120729475846,0.087397340956139,0.286621669425899
TGDS,2.01205584915813,0.0873998507565,0.286621669425899
ARHGDIA,2.01181257501157,0.0874355675255612,0.286699872718556
ANG,2.01141952048154,0.0874933048586575,0.286839668696932
FCHO2,2.01136066673526,0.0875019533374319,0.286839668696932
CEP19,2.01111074477662,0.0875386883772669,0.286854701239281
C2orf48,2.01100439574362,0.0875543247898106,0.286854701239281
CFAP45,2.01096269332913,0.087560457010111,0.286854701239281
TMED6,2.01090053065715,0.087569598634758,0.286854701239281
SUPT16H,2.0108128689143,0.0875824917367988,0.286854701239281
GTF2IRD2,2.01077533086756,0.087588013322099,0.286854701239281
PPP1R12C,2.01076403415643,0.0875896750565021,0.286854701239281
CSE1L,2.01045692436137,0.0876348624388664,0.286963778807747
B3GALNT2,2.01030466391779,0.0876572741470603,0.286998257079293
WDR41,2.00957908786526,0.0877641513052179,0.287309236442793
LMAN2,2.00937134104644,0.087794775890566,0.287321141623411
FMNL3,2.0093094434263,0.0878039024323759,0.287321141623411
SDHAF1,2.00925445048696,0.0878120116890233,0.287321141623411
CYP2B6,2.00914063876999,0.087828796694043,0.287321141623411
WNK4,2.00911540269904,0.0878325189478386,0.287321141623411
PRKAR1A,2.00907035844811,0.0878391632404782,0.287321141623411
THAP8,2.00879071668888,0.0878804230825088,0.287389434851944
TBCB,2.00876757013078,0.0878838391014141,0.287389434851944
FAM104A,2.00863748063078,0.0879030404134482,0.287413311913634
SLC26A8,2.00826105462459,0.0879586243718256,0.287556125399662
WDR25,2.00718692203492,0.0881174229613743,0.288036285936673
TBC1D23,2.00699246963626,0.08814620063784,0.288091364547463
RALGPS2,2.00641576883845,0.0882316027837067,0.288331470982935
EPB41L5,2.00607461915503,0.0882821609646341,0.288428742464178
LOC257396,2.00604738937394,0.0882861976262831,0.288428742464178
LOC100506747,2.00597321958972,0.0882971937970492,0.288428742464178
KREMEN2,2.00570418296067,0.0883370915656759,0.288500007363742
LOC440040,2.00566502833415,0.0883428996175313,0.288500007363742
COA4,2.00514845737306,0.0884195609071546,0.288711322778222
SLC26A4,2.004857227223,0.0884628094327343,0.28881349502958
LOC101927056,2.00344493749985,0.0886728329605632,0.289460053317541
SLIT2,2.00300935453552,0.0887377076947995,0.289632682966553
FPGT,2.00272279215919,0.0887804130194633,0.289732916586826
RND2,2.00243914970862,0.0888227030423262,0.289831767979101
ANKIB1,2.00148874312847,0.088964549103439,0.290210734121088
PTCH1,2.00144781939949,0.0889706618633519,0.290210734121088
DMD,2.00141952333651,0.0889748886749742,0.290210734121088
LOC100506895,2.0007161594071,0.0890800191193122,0.290514407478902
C17orf100,2.00036488715392,0.0891325686884191,0.29064654131651
MBD1,2.00001372771377,0.0891851317549836,0.290778683487867
RAB1B,1.99948174181571,0.0892648195988351,0.290999215517703
SIN3B,1.99907348200421,0.0893260214518755,0.291159432675729
SLC2A5,1.99895889750914,0.08934320609891,0.291176151249086
CD96,1.99826887595787,0.0894467596353062,0.29147430996648
SLC25A26,1.99808579634287,0.0894742546658729,0.291524574793583
AES,1.99776283358659,0.0895227776456641,0.29164332998054
TMEM126B,1.99763134685156,0.0895425400290592,0.291653854318105
CDC16,1.99751904657024,0.0895594220844118,0.291653854318105
COMMD5,1.99750034367135,0.0895622339865599,0.291653854318105
GTPBP2,1.99706872305756,0.0896271503742445,0.291738106222615
TTC12,1.99705756711284,0.0896288288562633,0.291738106222615
OGFOD3,1.99700960191165,0.0896360458733032,0.291738106222615
PANX1,1.99698186304034,0.0896402198237665,0.291738106222615
RAP1GAP2,1.99692683805396,0.0896485001608184,0.291738106222615
BAP1,1.99675809015587,0.0896738985623201,0.291781445773369
CAND1.11,1.99646309717075,0.0897183151678727,0.291857024068441
REEP3,1.99627982274279,0.0897459213528336,0.291857024068441
LMCD1-AS1,1.99625919784945,0.0897490285518153,0.291857024068441
SMA5,1.99621691498227,0.0897553989159097,0.291857024068441
VCPIP1,1.99620267379366,0.0897575446023424,0.291857024068441
LINC00678,1.99607542980191,0.0897767183868373,0.291880075272215
LINC00467,1.99470057410823,0.0899841449125515,0.292515081032686
NKX3-2,1.99443745559648,0.090023895496433,0.29260491830512
C15orf39,1.99426554206065,0.0900498765970459,0.29264998243386
CXorf57,1.99383339959403,0.0901152182549061,0.292789364997369
LMO1,1.99382155492398,0.0901170098700136,0.292789364997369
PLEKHG3,1.99268901385573,0.0902884783997742,0.293307009924646
C16orf54,1.99239776269911,0.0903326259352759,0.293410962105261
SNW1,1.99221951906997,0.0903596543424855,0.293432593086597
C10orf32,1.99219361322868,0.0903635832972347,0.293432593086597
POFUT2,1.99161216939965,0.0904518107931873,0.293679605603959
SLC36A1,1.99133276847524,0.0904942367215622,0.293777862840846
SYPL1,1.99099758815692,0.0905451582505621,0.293903669832795
SLA2,1.99048928653321,0.0906224344127653,0.294069121340704
LIN54,1.99045289401637,0.0906279695777628,0.294069121340704
FAM159A,1.99036841015979,0.0906408205314854,0.294069121340704
KIAA1033,1.99034204578969,0.0906448312168899,0.294069121340704
DHX30,1.99017636540966,0.0906700393587528,0.294108783586514
PPP1R37,1.99007880351416,0.0906848865378581,0.294108783586514
BABAM1,1.9900216357847,0.0906935875523683,0.294108783586514
OSBPL10-AS1,1.98986030965268,0.0907181460425274,0.294117137363934
SAV1,1.98983672591732,0.0907217367128857,0.294117137363934
SNAPIN,1.98972904694731,0.090738132817864,0.294117137363934
TBX3,1.98968479003572,0.0907448725887483,0.294117137363934
SNORA78,1.98930374966937,0.0908029205304623,0.294265790899269
PCSK2,1.98853205764597,0.0909205920336713,0.29452475529881
SMAD9,1.9884616303864,0.0909313385722734,0.29452475529881
PRIMPOL,1.98842766746589,0.0909365214396681,0.29452475529881
FAM168A,1.98840425927811,0.0909400937841913,0.29452475529881
FAM76A,1.98827182016746,0.0909603080242718,0.29452475529881
C11orf63,1.98824019796871,0.0909651351851954,0.29452475529881
PIGQ,1.98822019209139,0.0909681892323572,0.29452475529881
RIMBP2,1.98813946246452,0.0909805142353555,0.294525178974205
FAM171B,1.9878567083372,0.0910236952419148,0.294625477241754
SMPDL3A,1.98774667285703,0.0910405048164323,0.29464040102255
LEFTY2,1.9874330864105,0.0910884265408207,0.294755997620638
UBE2E1,1.98688114723884,0.0911728329131613,0.294950693662643
IPCEF1,1.98687994422272,0.0911730169703677,0.294950693662643
PLA2G7,1.98612663639406,0.0912883418753453,0.295284226773164
HMGB3,1.98601806985821,0.0913049742436391,0.295298479232273
MARC1,1.98577941014559,0.091341547287967,0.295377211359789
HNRNPR,1.98551240658125,0.0913824808431844,0.29545004010419
ANK1,1.98547293593059,0.0913885334997062,0.29545004010419
COL23A1,1.98466355024782,0.0915127359384515,0.295758785036372
SARAF,1.9846125659477,0.091520565148816,0.295758785036372
NEIL1,1.98460902637993,0.0915211087134362,0.295758785036372
TPO,1.9845139282058,0.0915357139405878,0.295758785036372
TCEAL7,1.98445177625132,0.0915452605031226,0.295758785036372
POLE,1.98424219199048,0.0915774599069993,0.295823243163535
OPRL1,1.98399262650735,0.091615816274297,0.295889980651512
XRCC6BP1,1.98394836220681,0.0916226210115785,0.295889980651512
EXOC5,1.98335565154927,0.0917137859225821,0.296144795640124
LOC100129940,1.98319357701473,0.0917387300868903,0.296185743588913
ARF6,1.98299259395094,0.0917696717126085,0.296246041282362
MIS18BP1,1.98286013559741,0.0917900694474488,0.296272290172956
NRON,1.98232383346433,0.0918727018989457,0.29649938120861
ENGASE,1.9821186694462,0.0919043324478537,0.296527851373825
PROK2,1.98210735110916,0.0919060777288308,0.296527851373825
UIMC1,1.98200175654193,0.0919223619128443,0.296540778319878
CTRL,1.98074162578378,0.092116910074546,0.29709021949345
LDLRAD3,1.98070871123356,0.0921219970593351,0.29709021949345
TMEM86A,1.98065965075247,0.0921295799282053,0.29709021949345
HILS1,1.98055574083243,0.0921456424339858,0.297102349714065
ANKRD6,1.97886885483184,0.0924067867831803,0.297904581043
THOC7-AS1,1.97857499711378,0.0924523524786753,0.298011700175823
ADCK5,1.97790678506358,0.0925560475621075,0.298306140481396
METTL22,1.97709514340035,0.0926821535420055,0.298672722414951
RFK,1.97682562592426,0.0927240660443655,0.298733312253167
LMX1B,1.97681517183078,0.0927256921277685,0.298733312253167
JARID2-AS1,1.97640697420634,0.0927892071012366,0.298898068700476
PIGA,1.97608555016509,0.0928392501802391,0.299019390532513
WDPCP,1.97585753971264,0.0928747655399594,0.299093894944885
ROR2,1.97548943231178,0.0929321307306308,0.299238735306882
